,Episodes,Scores
0,0.0,274.44138353229255
1,1.0,337.312519130701
2,2.0,242.648709315376
3,3.0,265.7892051831446
4,4.0,242.0365268850117
5,5.0,258.8715437200285
6,6.0,221.32435465768802
7,7.0,388.77665544332206
8,8.0,280.0122436486073
9,9.0,342.6385062748698
10,10.0,205.183144577084
11,11.0,432.73135394347514
12,12.0,175.26782981328435
13,13.0,314.3964901540659
14,14.0,102.29568411386595
15,15.0,365.96265687174775
16,16.0,302.9690847872666
17,17.0,206.61157024793388
18,18.0,279.64493419038877
19,19.0,186.79726558514437
20,20.0,357.88184879093967
21,21.0,371.51311090705036
22,22.0,253.52515049484745
23,23.0,335.23109886746255
24,24.0,364.10570349964297
25,25.0,372.77828792980307
26,26.0,239.50617283950612
27,27.0,359.3102744617896
28,28.0,347.14825017855316
29,29.0,327.4359759208243
30,30.0,318.600142842567
31,31.0,257.30027548209364
32,32.0,253.56596265687176
33,33.0,477.7675747372716
34,34.0,385.43005815733085
35,35.0,196.2248750127538
36,36.0,345.0872359963268
37,37.0,346.9441893684318
38,38.0,230.07856341189674
39,39.0,344.9035812672176
40,40.0,331.4763799612284
41,41.0,299.21436588103256
42,42.0,388.63381287623713
43,43.0,407.8563411896745
44,44.0,279.0735639220488
45,45.0,358.9021528415467
46,46.0,289.17457402305894
47,47.0,388.1032547699215
48,48.0,331.51719212325276
49,49.0,433.58840934598516
50,50.0,316.19222528313446
51,51.0,405.24436282012044
52,52.0,296.255484134272
53,53.0,229.0990715233139
54,54.0,376.1044791347822
55,55.0,409.223548617488
56,56.0,342.78134884195475
57,57.0,345.0260177532905
58,58.0,375.2882358942964
59,59.0,420.8550147944088
60,60.0,221.81410060197942
61,61.0,413.9577594123049
62,62.0,461.07540046933985
63,63.0,376.65544332210993
64,64.0,277.4614835220896
65,65.0,353.39251096826854
66,66.0,416.20242832364056
67,67.0,378.2675237220692
68,68.0,400.0612182430365
69,69.0,374.9617385981023
70,70.0,322.43648607284973
71,71.0,441.30190796857465
72,72.0,526.3952657892052
73,73.0,385.9606162636465
74,74.0,349.14804611774315
75,75.0,329.08886848280787
76,76.0,443.4037343128253
77,77.0,389.9193959800021
78,78.0,354.5352515049485
79,79.0,331.2111009080706
80,80.0,397.9797979797979
81,81.0,121.90592796653404
82,82.0,366.24834200591783
83,83.0,285.7055402509947
84,84.0,285.9708193041526
85,85.0,342.4344454647485
86,86.0,399.9183756759514
87,87.0,339.1694725028059
88,88.0,329.10927456382007
89,89.0,274.9107233955719
90,90.0,331.7824711764106
91,91.0,184.75665748393024
92,92.0,431.5886134067953
93,93.0,359.636771757984
94,94.0,333.1088664421999
95,95.0,275.9514335271911
96,96.0,489.33782267115606
97,97.0,395.9391898785839
98,98.0,391.6947250280583
99,99.0,401.67329864299563
100,100.0,504.6219773492501
101,101.0,507.8053259871442
102,102.0,510.11121314151615
103,103.0,513.1517192123251
104,104.0,441.6692174267932
105,105.0,382.5732068156311
106,106.0,370.8193041526376
107,107.0,520.8039995918784
108,108.0,534.0475461687583
109,109.0,399.3674114886236
110,110.0,523.3751657994083
111,111.0,422.05897357412505
112,112.0,458.5450464238344
113,113.0,385.94021018263453
114,114.0,378.98173655749423
115,115.0,388.4501581471278
116,116.0,516.865625956535
117,117.0,436.9146005509643
118,118.0,508.98887868584853
119,119.0,374.85970819304146
120,120.0,392.1232527293134
121,121.0,369.9214365881033
122,122.0,535.9861238649117
123,123.0,376.00244872972144
124,124.0,333.9455157636976
125,125.0,597.0819304152637
126,126.0,551.6579940822365
127,127.0,565.7790021426385
128,128.0,417.7736965615753
129,129.0,555.0454035302522
130,130.0,589.32761963065
131,131.0,471.33965921844714
132,132.0,473.1149882665034
133,133.0,510.53974084277127
134,134.0,376.6962554841344
135,135.0,317.8247117641057
136,136.0,239.7918579736762
137,137.0,696.5003571064176
138,138.0,461.83042546678905
139,139.0,471.87021732476285
140,140.0,278.7266605448424
141,141.0,388.02163044587286
142,142.0,438.81236608509346
143,143.0,659.6673808795023
144,144.0,401.85695337210495
145,145.0,579.7979797979799
146,146.0,503.2547699214366
147,147.0,451.3008876645241
148,148.0,441.36312621161096
149,149.0,565.8606264666873
150,150.0,397.14314865830016
151,151.0,589.5724926027957
152,152.0,555.5555555555557
153,153.0,705.7034996428935
154,154.0,716.8656259565354
155,155.0,666.2381389654115
156,156.0,551.6784001632487
157,157.0,525.8647076828896
158,158.0,505.51984491378437
159,159.0,572.6966636057545
160,160.0,568.3705744311806
161,161.0,670.176512600755
162,162.0,632.0375471890624
163,163.0,720.7427813488423
164,164.0,524.0077543107848
165,165.0,614.1414141414142
166,166.0,738.8021630445875
167,167.0,547.2094684215898
168,168.0,732.9252117130906
169,169.0,497.41863075196426
170,170.0,507.0094888276708
171,171.0,571.5947352310991
172,172.0,604.6729925517806
173,173.0,779.940822365065
174,174.0,550.5356596265688
175,175.0,695.7657381899805
176,176.0,520.5387205387207
177,177.0,896.1534537292117
178,178.0,551.3314967860422
179,179.0,658.3205795327009
180,180.0,460.4224058769514
181,181.0,670.8091011121314
182,182.0,716.1922252831345
183,183.0,635.9555147433937
184,184.0,647.3012957861444
185,185.0,659.1776349352107
186,186.0,677.7063564942353
187,187.0,806.9788797061525
188,188.0,648.2195694316905
189,189.0,683.7261503928172
190,190.0,527.803285379043
191,191.0,739.2510968268547
192,192.0,793.2863993470056
193,193.0,615.4678094072034
194,194.0,449.7296194265891
195,195.0,911.8457300275486
196,196.0,653.586368737884
197,197.0,788.3889399040917
198,198.0,928.354249566371
199,199.0,766.1054994388328
200,200.0,729.5786144270993
201,201.0,857.4635241301908
202,202.0,937.3533312927254
203,203.0,937.006427915519
204,204.0,806.1422303846548
205,205.0,771.1049892868077
206,206.0,679.073563922049
207,207.0,1045.0362207937972
208,208.0,662.1773288439956
209,209.0,747.6175900418328
210,210.0,667.9318436894196
211,211.0,594.1026425874913
212,212.0,780.7162534435263
213,213.0,743.5567799204161
214,214.0,684.3587389041935
215,215.0,796.1432506887053
216,216.0,857.3818998061423
217,217.0,803.3261912049793
218,218.0,856.8717477808389
219,219.0,757.3716967656364
220,220.0,722.6813590449956
221,221.0,734.006734006734
222,222.0,825.8136924803592
223,223.0,695.6024895418835
224,224.0,844.5668809305175
225,225.0,545.7198245077034
226,226.0,787.7155392306906
227,227.0,950.413223140496
228,228.0,684.7872666054485
229,229.0,888.8072645648402
230,230.0,765.0035710641771
231,231.0,581.4916845219875
232,232.0,752.3722069176614
233,233.0,686.8074686256508
234,234.0,676.8288950107135
235,235.0,766.6972757881848
236,236.0,729.5990205081115
237,237.0,679.093970003061
238,238.0,805.1219263340479
239,239.0,760.5958575655548
240,240.0,791.0621365166821
241,241.0,677.8287929803081
242,242.0,582.981328435874
243,243.0,610.5091317212531
244,244.0,778.5532088562393
245,245.0,808.1216202428324
246,246.0,822.7935924905623
247,247.0,814.5903479236815
248,248.0,650.1581471278442
249,249.0,637.3839404142435
250,250.0,840.7305377002348
251,251.0,696.4595449443939
252,252.0,728.1093765942252
253,253.0,695.5208652178349
254,254.0,717.722681359045
255,255.0,761.1468217528824
256,256.0,780.2673196612591
257,257.0,747.8624630139781
258,258.0,481.68554229160276
259,259.0,738.2716049382716
260,260.0,779.6755433119068
261,261.0,662.8915416794207
262,262.0,640.2203856749314
263,263.0,618.1001938577695
264,264.0,603.3874094480155
265,265.0,676.1146821752885
266,266.0,694.5413733292521
267,267.0,534.3944495459646
268,268.0,641.2815018875625
269,269.0,728.7623711866138
270,270.0,853.586368737884
271,271.0,602.6323844505664
272,272.0,574.4311804917866
273,273.0,597.4900520355063
274,274.0,754.5964697479849
275,275.0,806.4891337618614
276,276.0,586.1238649117438
277,277.0,687.9910213243548
278,278.0,643.3221099887766
279,279.0,776.5330068360371
280,280.0,859.3816957453323
281,281.0,740.9448015508624
282,282.0,951.02540557086
283,283.0,642.6487093153763
284,284.0,883.1547801244773
285,285.0,741.2712988470564
286,286.0,777.5329048056323
287,287.0,639.5265789205183
288,288.0,931.5784103662895
289,289.0,966.1259055198451
290,290.0,857.4431180491791
291,291.0,1004.6321803897567
292,292.0,915.7024793388434
293,293.0,832.20079583716
294,294.0,873.0129578614429
295,295.0,1048.1583511886547
296,296.0,1138.6185083154785
297,297.0,1232.9558208346089
298,298.0,1300.4591368227736
299,299.0,971.6151413121114
300,300.0,1034.8943985307626
301,301.0,1131.639628609326
302,302.0,1313.661871237629
303,303.0,1081.1957963473121
304,304.0,1094.500561167228
305,305.0,1392.9394959697988
306,306.0,1359.02458932762
307,307.0,1521.8243036424853
308,308.0,1351.1478420569326
309,309.0,1515.5596367717585
310,310.0,1391.0825425976946
311,311.0,1418.38587899194
312,312.0,1431.7722681359044
313,313.0,1481.7467605346394
314,314.0,1698.2756861544735
315,315.0,1862.7486991123344
316,316.0,1710.0499948984793
317,317.0,1725.0076522803786
318,318.0,1858.749107233955
319,319.0,1364.370982552801
320,320.0,1429.9765330068358
321,321.0,1749.5765738189982
322,322.0,1472.931333537394
323,323.0,2029.364350576471
324,324.0,1918.0083664932138
325,325.0,1742.862973166004
326,326.0,1725.8034894398522
327,327.0,1675.5841240689729
328,328.0,1809.713294561779
329,329.0,1948.3930211202926
330,330.0,2160.432608917457
331,331.0,1960.310172431384
332,332.0,2103.4792368125686
333,333.0,2051.035608611365
334,334.0,1972.615039281704
335,335.0,1688.1950821344753
336,336.0,1873.1149882665027
337,337.0,2030.3030303030293
338,338.0,2036.6289154167937
339,339.0,2003.6935006631968
340,340.0,2039.6490154065907
341,341.0,1886.4809713294567
342,342.0,1940.1897765534143
343,343.0,2150.73972043669
344,344.0,2022.1201918171612
345,345.0,1960.0857055402503
346,346.0,1743.8220589735745
347,347.0,2020.161208039995
348,348.0,2055.9330680542794
349,349.0,2009.794918885827
350,350.0,1864.60565248444
351,351.0,2062.6670747882868
352,352.0,1870.2785430058157
353,353.0,2074.2781348841963
354,354.0,2027.9563309866353
355,355.0,2001.0407101316187
356,356.0,1978.8388939904091
357,357.0,1969.064381185594
358,358.0,1975.6147331904906
359,359.0,2033.9557188042033
360,360.0,2092.643607795122
361,361.0,1979.4918885827965
362,362.0,2017.3043566982954
363,363.0,2157.351290684623
364,364.0,1857.6675849403118
365,365.0,1837.200285685134
366,366.0,2071.2988470564223
367,367.0,2147.678808284868
368,368.0,1999.5306601367195
369,369.0,1899.989796959493
370,370.0,1707.6216712580344
371,371.0,1824.1812059993863
372,372.0,1988.5317824711763
373,373.0,1946.4748495051522
374,374.0,1868.5644322007954
375,375.0,1835.3025201510047
376,376.0,1797.4492398734833
377,377.0,1919.3551678400154
378,378.0,1805.0811141720221
379,379.0,1973.1660034690335
380,380.0,1880.420365268849
381,381.0,2046.8931741659007
382,382.0,2009.9173553719002
383,383.0,1912.0293847566575
384,384.0,2021.4059789817356
385,385.0,1950.127538006326
386,386.0,2039.0164268952144
387,387.0,1995.7759412304872
388,388.0,1825.5076012651768
389,389.0,1844.4852566064683
390,390.0,1790.5519844913779
391,391.0,1928.1705948372614
392,392.0,1885.277012549739
393,393.0,1895.337210488725
394,394.0,1892.3375165799403
395,395.0,1861.687582899704
396,396.0,1823.201714110805
397,397.0,1658.0553004795427
