,0,1,2,3,4,5,6,7,8,9
0,217.8778812395582,219.48564693570367,229.33191023467862,219.18869083182526,231.01889406045456,219.6830223784944,219.13449732850768,256.1413061744422,219.79443318718208,234.46044500657467
1,221.0198994811637,219.3303661974155,222.77483281900453,220.97788522411724,227.40767246091812,222.55653154252255,227.85458394353293,221.35574970661986,263.95648063360983,220.29206309311073
2,218.9062999033993,218.18197750782957,221.11047469684001,218.99951491475787,233.893545254595,258.03050695496074,219.11429442666957,220.4162961690564,218.62912525261294,217.3264416721952
3,225.11979759334196,228.00856876500313,233.4004209727468,237.86154307369867,225.82800116039715,258.03061293582346,227.56613521184033,229.10045419086532,228.78548899230458,230.77133191353067
4,228.3431418917938,237.1379122315925,236.27579546493862,230.1161359358336,244.047412569666,235.19045138048372,260.0059315711696,236.9078127568143,233.09919661772108,235.94952365029138
5,224.53868701958996,226.64834566569252,232.09413465134838,226.78488773981616,228.022927586057,232.52976320086336,235.6330520691505,252.4376301292654,238.7909281924315,230.14546428731978
6,217.0609242327955,224.9750882826765,232.91436020304053,230.6639905144348,233.97055671719693,226.80086660605568,234.39303525043042,230.52809228292205,257.1290575198167,223.71535295667985
7,244.40174863449408,244.6421957674534,245.8353552938266,246.1276417735809,246.10748976589383,260.8824384448925,246.5765640735586,246.07961396823708,245.879517488489,245.45419679135355
8,250.28051505590034,248.0066352496955,247.8719410306323,256.536480571496,249.77913929644834,247.89595226782316,252.749045015291,252.09309409058264,247.74269092067402,251.00400285856443
9,239.5150799048113,249.48185791052262,234.1632811223668,228.16912971732873,250.3290263548767,258.03062428786194,245.54353269785068,249.02110963204677,245.89917470277246,241.6479330753632
10,228.02009169148636,239.45864147709904,232.77666244262136,236.6074148786995,244.30116724138873,254.29720124635423,245.6692464958682,233.41283196319188,235.48214066092032,241.8292022674056
11,225.573110147096,228.35936379832626,235.58827345755435,230.66786611521343,228.58147996465732,250.85726097212893,230.4213693057635,228.64074435140256,221.71197595266867,221.5124447262678
12,216.20629565984987,216.58547557518858,216.83399425077405,217.67897902087088,217.385152779235,260.88204719959634,217.09721151208197,217.19380694112817,217.40845018202612,215.70182263120176
13,219.44420707574326,219.50919227814165,218.6150176187706,219.4709184032644,219.03555069562827,258.03049759756396,219.28576853270607,219.32403237722158,219.54488641306733,218.60577120526764
14,221.62372337565256,222.2086849792854,220.16021481642784,256.53639231919806,222.45293970114474,222.2574917750894,222.38839105084122,222.43269422003232,222.4864621561952,221.46390770983552
15,222.31854090837436,222.5010953923555,220.64967096206996,222.7453341311584,222.23757263514884,222.8920598226735,222.78537112065072,222.15289668894602,219.5901947431442,258.1165130780622
16,222.63588305386273,225.3605739757152,225.1687598910052,226.15589300179187,225.8712341344419,224.5791708280563,226.09830378734236,261.98116657408974,225.43040337053608,225.09084033066506
17,221.91392575996326,221.44257807849462,220.86871056024023,222.0236392488943,221.76674727038204,222.18495296030815,221.79133323687947,221.72810138388772,257.1289243304705,220.66250648801852
18,224.31251067482782,223.25872417886058,255.39611598426612,224.55767019402424,224.25557111222915,224.4923696251568,224.36134648697995,224.31999894386715,224.36294025225595,224.64229130823642
19,220.48312700788466,222.67983477009238,223.4265866199463,223.38765551505534,222.72097614006321,222.60455006165037,223.45973179763592,222.9264230473354,223.3899037224749,254.01788803043274
