,0,1,2,3,4,5,6,7,8,9
0,214.93247607564848,216.5403031409884,233.89537204260907,224.38112442432015,217.11521548808722,216.77458139079778,217.07404941996003,217.06338980098644,217.16466985906106,216.24568556585078
1,216.14621884525732,216.05851332018148,216.90116278960096,216.85181630974952,232.60874112859506,217.57979983040238,217.34579583965163,217.22594443199367,215.10392385452784,217.46793698352772
2,220.46539308032436,219.38192295380333,220.65076282297835,220.27499134128396,220.49404442878043,220.02094146151174,220.10285381399655,242.78428367205612,219.45776954380952,219.8874371204084
3,217.9268348589558,219.11191025582315,227.3815771153994,223.8255571882205,223.70571602301314,223.28806904517853,241.00653446354377,219.35202183019246,229.89425614711533,220.9308032649362
4,217.27809209177383,216.89080816502855,217.94524200173947,223.08951380141184,217.77609251388037,233.79340397327246,217.75728291324137,217.72091802521018,217.96945923213417,217.84272341845343
5,220.19996634485838,223.51218901835603,228.1872008762959,227.00244512853246,228.41153329603938,226.25999078367454,225.08695742461722,225.73806547105102,237.05495680329008,225.70502851613162
6,216.27193625393448,221.82705042700883,218.72721556957256,220.09193453547928,227.24272045337537,218.68770736457463,246.82286806265415,221.04342256020757,220.94036572001812,217.98669431408433
7,232.72614906518456,230.02491851315773,233.76324409710097,226.2896156958403,238.25249843672773,234.81724972334462,232.47394212835871,233.76897877639965,231.7900375382024,226.99578170637332
8,231.9633398513574,226.67929539779348,230.07915910726533,233.30554870267014,228.03916505219703,237.79665798088726,228.4934762849715,228.65888167301262,230.11021550968874,234.9983170097116
9,224.0680190202535,223.32714090511644,225.7047945180987,226.83123175173546,225.78524945465034,227.3498215008587,226.7993271564587,236.264793773433,222.64182982030871,226.86106599740125
10,221.8070914721774,218.90266649870154,226.43776431220326,226.98613151715728,227.81128337781283,239.2287566876162,229.40378746781687,226.41448284963494,226.915315112223,223.97988019434098
11,215.4420154234631,214.4497198798814,240.35824417135845,215.5456142719035,215.01062786202272,215.29144153356933,215.3808800394802,214.49417280835905,214.73236022506728,212.69696490761908
12,215.53973747722495,217.00431391066883,218.0847967648515,217.78772877407442,218.23047394483694,244.50639746971254,218.35891402336625,218.17477769426213,218.28040089194727,218.28640649178587
13,217.87313909024002,217.59192712151207,218.1529720361827,218.18637207076242,218.5856258831656,244.50632634708725,218.49553562069872,218.86806030949558,218.71489452154918,218.21295386740968
14,217.77342936132737,219.03382880066025,217.6788812904905,219.53759197309347,219.57762819225712,218.48558019655195,245.88902327045972,219.28331303619132,219.51190057638075,219.16990879261408
15,217.83010505250843,219.17165715638325,218.99449654013608,219.16881878261415,219.08052420300461,218.73391658817604,245.88908091332328,219.21291352416313,218.80892575752364,218.7779987079594
16,220.70840556480942,219.85100992523041,221.62703063316815,221.75670504553622,221.68626165494118,221.4785277296481,221.79576008192726,247.2717793308978,221.5551810752888,221.18005171808525
17,217.11953393887114,231.47564630756187,217.85183094191098,217.06945830065752,216.59880586194748,217.39132297451818,217.62994363283036,215.01638001578277,215.85950474232249,214.99065070152523
18,223.8738952093428,222.7023101838228,223.6935420636218,224.8493856890093,224.37010742887804,224.73173427828382,242.20308608337447,224.5791665642879,224.5147015997318,225.03619057741224
19,221.08025280058843,220.295356729871,221.52350504978946,220.96202802079833,221.13631433430047,221.4240204093005,221.55358650057008,247.2718106458164,221.45664578869997,220.98277559949722
