,Episodes,Scores
0,0.0,207.77471686562595
1,1.0,203.77512498724616
2,2.0,356.12692582389553
3,3.0,250.17855320885616
4,4.0,241.73043566982957
5,5.0,351.00499948984793
6,6.0,241.52637485970817
7,7.0,183.1241710029589
8,8.0,222.83440465258653
9,9.0,282.7262524232222
10,10.0,300.62238547087026
11,11.0,201.3876135088256
12,12.0,280.7672686460565
13,13.0,186.0830527497194
14,14.0,264.6260585654525
15,15.0,339.49596979900014
16,16.0,201.59167431894704
17,17.0,292.60279563309865
18,18.0,371.41108050198955
19,19.0,302.2140597898174
20,20.0,426.65034180185694
21,21.0,385.2259973472094
22,22.0,370.71727374757677
23,23.0,221.30394857667588
24,24.0,256.0350984593409
25,25.0,361.18763391490666
26,26.0,329.45617794102645
27,27.0,476.7880828486889
28,28.0,272.5436179981634
29,29.0,356.922762983369
30,30.0,414.3454749515356
31,31.0,202.16304458728706
32,32.0,284.011835526987
33,33.0,437.5471890623406
34,34.0,431.7110498928681
35,35.0,435.3637383940414
36,36.0,376.7370676461585
37,37.0,421.5284154678094
38,38.0,258.7082950719314
39,39.0,488.88888888888886
40,40.0,407.5502499744923
41,41.0,339.55718804203656
42,42.0,469.7479848995001
43,43.0,459.11641669217425
44,44.0,536.169778594021
45,45.0,533.3537394143453
46,46.0,436.0779512294664
47,47.0,533.3537394143455
48,48.0,378.4715845321907
49,49.0,449.36230996837065
50,50.0,506.37690031629415
51,51.0,435.11886542189575
52,52.0,517.0492806856444
53,53.0,425.32394653606787
54,54.0,596.5105601469237
55,55.0,435.4861748801143
56,56.0,460.0550964187329
57,57.0,275.788184879094
58,58.0,448.21956943169073
59,59.0,474.46178961330475
60,60.0,337.31251913070093
61,61.0,462.91194776043255
62,62.0,488.0726456484032
63,63.0,442.58749107233956
64,64.0,414.0801958983777
65,65.0,540.4142434445465
66,66.0,584.4709723497601
67,67.0,380.92031425364763
68,68.0,737.9247015610655
69,69.0,483.70574431180495
70,70.0,718.0491786552391
71,71.0,479.8898071625345
72,72.0,469.89082746658494
73,73.0,594.367921640649
74,74.0,858.5246403428225
75,75.0,569.4725028058361
76,76.0,700.0510152025305
77,77.0,495.1943679216406
78,78.0,726.0075502499747
79,79.0,475.1760024487299
80,80.0,583.6139169472505
81,81.0,545.1280481583511
82,82.0,640.2203856749312
83,83.0,797.3268033874094
84,84.0,832.7109478624632
85,85.0,761.2692582389553
86,86.0,702.4793388429753
87,87.0,584.3689419446997
88,88.0,875.5229058259364
89,89.0,745.087235996327
90,90.0,809.509233751658
91,91.0,974.6964595449444
92,92.0,865.7075808590959
93,93.0,1012.1212121212121
94,94.0,801.5916743189472
95,95.0,874.3393531272324
96,96.0,884.4199571472298
97,97.0,1030.48668503214
98,98.0,691.6233037445161
99,99.0,829.2827262524235
100,100.0,1172.3905723905727
101,101.0,930.1295786144276
102,102.0,1019.9163350678501
103,103.0,776.1656973778187
104,104.0,1248.3624119987755
105,105.0,831.4049586776862
106,106.0,1004.2444648505254
107,107.0,1029.9561269258238
108,108.0,926.3952657892053
109,109.0,1064.7484950515252
110,110.0,811.6110600959088
111,111.0,1174.8801142740538
112,112.0,931.0886644219977
113,113.0,1002.8772574227121
114,114.0,1406.5503520048978
115,115.0,1293.8883787368638
116,116.0,1152.3313947556367
117,117.0,1132.2926232017146
118,118.0,1119.0694827058464
119,119.0,1179.6959493929196
120,120.0,1229.9153147637999
121,121.0,1276.6452402816044
122,122.0,1357.8818487909393
123,123.0,1472.0334659728603
124,124.0,1468.13590449954
125,125.0,1256.0146923783288
126,126.0,1581.736557494133
127,127.0,1299.336802367105
128,128.0,1531.578410366289
129,129.0,1679.7877767574732
130,130.0,1598.8776655443323
131,131.0,1914.5189266401387
132,132.0,1636.8941944699513
133,133.0,1612.9374553616974
134,134.0,1793.4088358330778
135,135.0,1603.0200999897975
136,136.0,1971.4314865830017
137,137.0,1807.0605040302007
138,138.0,1958.4328129782666
139,139.0,1621.099887766555
140,140.0,1992.592592592592
141,141.0,2016.5085195388226
142,142.0,2011.7539026629938
143,143.0,2032.3844505662687
144,144.0,2022.854810733599
145,145.0,1846.8319559228644
146,146.0,2085.0729517396185
147,147.0,2333.6190184675042
148,148.0,2189.5724926027956
149,149.0,2298.153249668402
150,150.0,2337.1288644015926
151,151.0,2366.4319967350275
152,152.0,2252.198755229059
153,153.0,2439.1184573002774
154,154.0,2343.9649015406612
155,155.0,2332.374247525764
156,156.0,2346.250382614021
157,157.0,2437.3023160901976
158,158.0,2268.5032139577606
159,159.0,2302.397714518928
160,160.0,2429.2011019283773
161,161.0,2393.0415263748614
162,162.0,2435.0984593408857
163,163.0,2419.1613100704026
164,164.0,2342.189572492605
165,165.0,2438.5878991939626
166,166.0,2426.487093153762
167,167.0,2334.3536373839415
168,168.0,2438.220589735744
169,169.0,2445.1790633608844
170,170.0,2444.5464748495083
171,171.0,2450.6478930721364
172,172.0,2440.3428221610066
173,173.0,2349.862258953169
174,174.0,2434.343434343437
175,175.0,2444.0159167431925
176,176.0,2448.7093153759843
177,177.0,2446.6483011937585
178,178.0,2430.894806652385
179,179.0,2453.280277522704
180,180.0,2452.8313437404377
181,181.0,2404.8566472808925
182,182.0,2438.934802571168
183,183.0,2457.6675849403146
184,184.0,2389.1847770635673
185,185.0,2359.881644730131
186,186.0,2441.7100295888204
187,187.0,2437.2615039281727
188,188.0,2395.1637588001245
189,189.0,2451.4437302316123
190,190.0,2431.3437404346514
191,191.0,2449.464340373434
192,192.0,2451.4233241506
193,193.0,2452.8313437404368
194,194.0,2441.5263748597104
195,195.0,2392.694622997655
196,196.0,2419.9163350678523
197,197.0,2453.7088052239587
198,198.0,2397.8165493317024
199,199.0,2420.3244566880953
200,200.0,2457.6879910213274
201,201.0,2449.933680236713
202,202.0,2456.871747780841
203,203.0,2367.3502703805752
204,204.0,2447.9338842975235
205,205.0,2392.8578716457523
206,206.0,2457.9328639934733
207,207.0,2270.482603815938
208,208.0,2269.625548413429
209,209.0,2443.3221099887796
210,210.0,2457.3206815631083
211,211.0,2452.6885011733516
212,212.0,2428.915416794207
213,213.0,2446.9339863279283
214,214.0,2446.7707376798317
215,215.0,2456.647280889708
216,216.0,2384.2056932966043
217,217.0,2445.5259667380906
218,218.0,2457.4635241301935
219,219.0,2441.954902560966
220,220.0,2454.647484950518
221,221.0,2455.076012651773
222,222.0,2183.8587899193967
223,223.0,2288.868482807878
224,224.0,2455.892255892259
225,225.0,2456.320783593514
226,226.0,2450.7091113151746
227,227.0,2455.422916028979
228,228.0,2449.831649831652
229,229.0,2446.648301193759
230,230.0,2451.035608611369
231,231.0,2456.8309356188174
232,232.0,2457.3614937251327
233,233.0,2452.7701254974013
234,234.0,2453.4843383328257
235,235.0,2457.0758085909633
236,236.0,2456.2799714314892
237,237.0,2455.116824813797
238,238.0,2447.586980920317
239,239.0,2456.116722783392
240,240.0,2453.912866034081
241,241.0,2454.3822058973606
242,242.0,2455.6473829201127
243,243.0,2455.4433221099916
244,244.0,2431.4661769207246
245,245.0,2452.770125497401
246,246.0,2457.034996428939
247,247.0,2457.8716457504365
248,248.0,2456.892153861854
249,249.0,2457.4431180491815
250,250.0,2453.7496173859836
251,251.0,2456.606468727684
252,252.0,2456.606468727684
253,253.0,2457.565554535254
254,254.0,2455.892255892258
255,255.0,2455.586164677077
256,256.0,2457.0962146719753
257,257.0,2456.892153861854
258,258.0,2456.9125599428658
259,259.0,2456.749311294769
260,260.0,2457.7492092643633
261,261.0,2456.5452504846476
262,262.0,2453.0354045505587
263,263.0,2458.075706560557
264,264.0,2457.4227119681686
265,265.0,2457.1778389960236
266,266.0,2455.4433221099916
267,267.0,2456.8309356188174
268,268.0,2455.871849811247
269,269.0,2455.667789001125
270,270.0,2456.8513416998294
271,271.0,2449.9336802367134
272,272.0,2455.341291704931
273,273.0,2396.6942148760345
274,274.0,2455.667789001125
275,275.0,2455.586164677077
276,276.0,2456.0963167023797
277,277.0,2457.3410876441208
278,278.0,2433.935312723194
279,279.0,2455.0964187327854
280,280.0,2445.4851545760657
281,281.0,2453.157841036631
282,282.0,2456.1983471074404
283,283.0,2443.0160187735974
284,284.0,2457.483930211206
285,285.0,2456.973778185902
286,286.0,2457.4227119681696
287,287.0,2456.830935618817
288,288.0,2456.2187531884524
289,289.0,2449.7500255076043
290,290.0,2453.52515049485
291,291.0,2455.5861646770763
292,292.0,2456.4636261605983
293,293.0,2457.055402509951
294,294.0,2450.7091113151746
295,295.0,2453.586368737887
296,296.0,2451.5865727986966
297,297.0,2456.2595653504773
298,298.0,2455.1780430568338
299,299.0,2456.626874808696
300,300.0,2456.443220079587
301,301.0,2456.1371288644045
302,302.0,2457.1982450770356
303,303.0,2457.055402509951
304,304.0,2454.1985511682506
