,0,1,2,3,4,5,6,7,8,9
0,232.33843394902976,218.72168653853925,218.21585891108407,218.62221928359054,218.40939648132033,218.69355488849408,219.57684598013506,245.08794229383028,218.62497087475774,218.79304825710264
1,219.3903088212626,231.04358581689183,222.90727143065897,225.4785426735128,240.70741864628857,222.53495596513875,231.77215206213046,231.3131590527684,222.30748407586705,219.8288939335326
2,218.1963762188875,231.23395820860347,219.05953001094514,218.98801037674315,218.6671533672608,220.69246560701507,219.21965071655904,241.22088066242816,219.0689878074857,228.48329677116723
3,227.03443025393602,221.0003004498352,234.2424849909003,220.73002269428628,220.82425129571968,226.52021697458326,220.38128334449289,226.65601330031745,227.40673248517427,226.65061865052553
4,220.18748210010375,227.88818517504833,220.85119168276563,229.2896110814192,229.61017716549338,238.55103375849183,220.62911965332023,224.85496108236245,229.10106251787136,228.75214046128647
5,231.11829861352498,231.53373439399797,232.35219590024144,232.37256844823366,232.25871674806334,242.56737545651677,232.28236250171602,232.30845531924226,230.99285340508888,230.15542830158063
6,229.79599622064967,230.39513553605562,230.54994339680022,230.693431197864,241.10619116530808,230.55236652030024,230.745510845631,230.62816254172512,230.0692089327317,230.17123163969154
7,230.02693801536606,231.98410032322894,232.2871740071349,243.47691334256965,232.25244637940548,232.27673240055424,232.24510132102995,232.28611846810662,232.22822660304794,230.8030716721061
8,233.7466463818014,231.52863585507768,232.88328040659164,233.27484526221113,245.45223154544652,230.71352189169653,233.25674992665256,233.1764345733439,231.99912242108343,231.62735824370756
9,231.6258700222856,231.1819990011498,222.44053489607592,243.3416005846648,232.84403432582562,232.80252740065572,232.1271065612609,232.93515469679633,232.90015120611574,232.10046472282426
10,230.33141206615244,231.87061532780763,232.4146288712644,233.37703468200795,233.00625279501912,242.42845148736606,233.23337332366992,232.8489544454423,231.97778290258682,232.48680386323005
11,219.18732941477515,230.8520907671389,220.76477597861654,220.46251286639648,220.3456719614524,220.55876059103224,240.33680855642976,220.9073623544472,218.30448509889152,230.03352567569993
12,219.0039674990836,228.63282788914333,220.60897002034045,220.2842648753469,220.75564335299057,220.50439815224456,220.25793185005824,220.7227175694972,246.92092303404107,220.07180362754298
13,219.72564258425476,221.43186155927856,222.48962914933807,221.3794312005009,221.0587274293133,221.3688890371849,222.80173997472093,241.69137319662767,220.97510743835932,220.45864632129758
14,218.71841921447148,219.42374309068646,220.8010424203108,220.99195110270944,220.84731113732,220.93577915199788,220.91381346532418,220.87425717384443,242.86218475405337,219.57131334647391
15,221.74629395160537,221.6222047798558,222.02097798116142,223.18095671736972,237.02908022352403,223.0559964146654,221.06028332516198,222.58889116345335,221.85294903556888,222.54784797846895
16,222.60933719339866,222.5632426966475,220.6941999021528,222.2673863840325,222.32837179879604,238.40325427406125,222.36995872686316,222.28162437492787,222.45311163953804,222.52416105454137
17,233.7938181614745,220.28862963386788,220.75113657526651,221.67120032681248,221.49175973089515,221.55137669975966,221.49425640182034,221.1197841508838,220.7749151051438,219.00026783059704
18,220.8820632146978,220.74061259622297,221.50355991142746,221.64351420174998,244.40460391257787,221.16565803403375,221.6024506553244,221.4190793609773,221.1930867826799,221.1363445321619
19,218.76847630745544,219.35889191649312,218.8688200595552,220.2341137812901,219.113006588277,238.73348072861864,220.49764498839545,220.32849889808537,218.77073667635565,219.4057321332487
