,0,1,2,3,4,5,6,7,8,9
0,212.58388611989227,213.79705031170073,214.84887215497736,214.43464570079237,214.44725968035385,214.3359721821392,258.62361331357755,214.67983215674192,214.3588996420382,214.6707268605452
1,214.6128560485667,218.35147013923213,212.48945920993336,216.70699841062145,212.30765892847444,257.0433670400103,213.84779452387625,212.56425762408023,214.28750415392045,218.167838022911
2,211.5658566175992,212.67953440929713,212.68424023607093,213.09236673244044,212.77044880657752,257.0433665669298,215.2840740799033,222.89496358933116,222.21738906274993,217.1634067930876
3,212.59395211113662,217.24614954175215,221.3269453338567,223.19950964982954,222.47066121851827,223.4772296238898,213.12212303400338,260.2038605846552,215.19962440362082,217.69253615615239
4,220.05894579175424,217.24847471442166,221.39593425317,212.1619708885146,222.24879971448345,217.58994721754735,260.2532431267608,226.124893600082,228.6421741435543,224.95830604077383
5,218.89815051896073,226.25685406272,224.76436504371057,222.50296576307977,224.53626438768973,225.3755080742984,258.62361377676336,228.95373859601477,216.27586366931752,228.34053407065954
6,220.19327004310472,220.63727080037506,216.6174310916559,225.89414122536235,225.98407377305523,217.12330745482612,260.48749436418655,229.73620079827884,227.70621767412217,217.17492426350603
7,248.54454371357323,245.19267039574567,244.7522240448735,238.8077830685771,255.62945722296294,258.5121863210172,255.8194053647369,241.995932011203,241.71974068377364,254.53143742801902
8,243.00233471043327,248.1177657205071,245.1944969973783,250.33184225072685,249.70938220477498,257.04336707442013,255.99398883875688,252.07357315621064,249.89070979775866,253.5121019246593
9,220.80539878285734,216.80706373751374,215.8627620676125,222.96161754862618,217.05116095600806,216.81232881429713,258.6236134315566,225.5791524812547,215.84562456081957,214.7182124488193
10,220.80921091777424,215.487074821548,216.3135244028856,216.93601786098662,218.77237769430718,226.58159170593063,258.6236137181421,218.25943999145596,218.41092631104166,221.86818844204188
11,214.81528880919774,214.95256888131465,215.63867233019653,212.44174625827876,212.8694910713077,257.0433668927969,217.01781760861053,212.60805452485607,215.5866767891892,212.09871608965278
12,212.05880546416424,211.41585614970876,211.9107030540921,212.17758271714172,256.53687708799174,211.86795705912752,212.0621384972173,211.72839175589917,211.9856411197298,211.1340357493972
13,215.01642779530874,214.9989057965649,215.4339837009204,216.19938784565375,215.54496980993386,257.04336674647317,215.6262481289025,215.02469392106048,216.3143926066789,214.76520965781557
14,213.87086817904137,216.5488709451741,215.06051821972994,254.56156889367884,218.1762700322821,215.1374601644987,215.72827086740023,214.88114457428523,215.50422182444933,215.20536439928338
15,213.87156662401094,213.36478438644792,214.17270195940472,214.57337714720921,255.46311991942198,215.01285532172108,214.49399692796078,214.78820461473146,214.54837243576927,222.89831364684312
16,215.1884136998928,214.37759872932224,215.41886737971384,254.5615688682949,215.6134746447628,215.32251083700427,215.51343435044336,214.71348751331377,215.50315962390653,215.1436359025483
17,216.39097053377424,215.37772982756718,217.1688234476992,217.14364723654398,217.07612862099,217.7812495755636,258.62361367124777,217.54387281218857,216.9385020052585,217.06916164501237
18,217.1367272715609,216.97276452080732,217.5100367868714,218.55934471220843,218.25339781129352,218.60980709580812,216.82290518545602,260.20386072550707,218.71153783491388,215.29593432321357
19,213.8662791385765,213.1890881488706,213.2765247924761,214.07481980678588,256.53687749507463,213.81142077829006,213.99782838291856,213.59392621352043,214.01754036525716,213.91252844536857
